,HR,p-value
0,3.3715175652180025,0.0007475527149566007
1,2.559805025146761,0.010473090285869988
2,-0.624723273511874,0.5321526954668241
3,2.284060581897928,0.02236797077720408
4,3.394669999349961,0.0006871136688771035
5,2.893706964723666,0.003807232898604612
6,2.994273745626025,0.0027509900329549092
7,1.4282834030509535,0.15321030297121427
8,1.1396029154319738,0.25445177018804477
9,2.399017325856008,0.016439136835282118
10,3.349124371060928,0.000810673967677978
11,1.4028511960117924,0.1606612167052512
12,4.778090275516777,1.7696792989917818e-06
13,6.777492995299463,1.2227907848834992e-11
14,3.3862695246068233,0.000708497613806321
15,2.1746911061860046,0.029653271822996062
16,1.3476897919460975,0.17775817669254432
17,5.321118894296447,1.0313097093111666e-07
18,2.2485468625410383,0.02454134039492746
19,4.072134592042094,4.6584246549467074e-05
20,2.3421938022745246,0.019170757303500995
21,-3.9527191467021057,7.726810896542697e-05
22,2.4704468255469165,0.013494437943933258
23,5.348619425562973,8.86276855120322e-08
24,6.347997138492465,2.181361396190949e-10
25,4.4936746637461775,7.000455229957833e-06
26,4.490814244329982,7.0951410155762055e-06
27,6.093963160644626,1.1014901905195982e-09
28,4.639712436831867,3.488943211551792e-06
29,5.750965415758819,8.873526755957169e-09
30,-1.192772532554111,0.23295847016455443
31,5.528951965572927,3.221495297664011e-08
32,-5.060766274411667,4.1757484372344395e-07
33,3.0557818177044616,0.0022447453733445964
34,-3.276751932282201,0.0010500858438923352
35,3.0836066785927865,0.002045077744130253
36,5.9741513751068,2.3129096770095736e-09
37,3.5930577191073656,0.0003268201577259265
38,-0.5984763200368173,0.5495221547184457
39,3.9460295415656184,7.94578146394784e-05
40,3.072426788231173,0.0021232591008445868
41,2.7551809035040686,0.005865969210886302
42,-3.4977734539286107,0.0004691594728625718
43,3.565905052725932,0.00036260264245520217
44,2.281182420416583,0.022537654565575962
45,2.6740512215484227,0.007494100428015979
46,-0.4019456520043962,0.6877240241087959
47,1.5936705564121332,0.111009842257021
48,3.9513462056733446,7.771280651706538e-05
49,2.0911946973123903,0.03651061448525603
50,5.393660123310471,6.903674744038758e-08
51,-1.1817302505335259,0.2373127512513368
52,1.3975158600998563,0.1622585006895952
53,2.15039431221537,0.03152403787126676
54,2.7780161233262826,0.005469190430653503
55,-3.661147270233663,0.0002510883709858675
56,1.1206312506266243,0.26244485710769216
57,1.4123981577784637,0.1578327586024909
58,0.9537182192148576,0.34022629528773723
59,1.2226937949260739,0.22144537151536534
60,4.72345011863851,2.3187685227265994e-06
61,6.821241104020775,9.025731167095154e-12
62,5.9371534041858345,2.9001328572730195e-09
63,3.073352438366006,0.00211668340765811
64,2.182182749058946,0.029096047954599805
65,2.416283423489743,0.015679851039216857
66,-2.0611262946037705,0.039290992847866704
67,-4.391654323643773,1.1249144766717496e-05
68,2.0281351644367267,0.04254645486024582
69,1.1066725081369844,0.26843554566743477
70,2.6426553954445793,0.008225870877677186
71,-4.114046655390212,3.8878280399700586e-05
72,5.181730373660545,2.198368471995741e-07
73,1.9534517857921172,0.05076608505335581
74,-1.1086188189687791,0.26759465621486783
75,-1.6044299598880465,0.10861931151889614
76,-3.2116852133094014,0.0013195887937947957
77,-3.6591301553553643,0.00025307279071177375
78,-1.9049608885147862,0.05678515536408224
79,3.2923710208117747,0.000993464548209487
80,4.68025613921876,2.8651672962647394e-06
81,3.5546035809804737,0.0003785493696917582
82,-0.36884636521999997,0.7122422430825407
83,1.6243461057518918,0.10430196239244859
84,5.083582029189211,3.7038251072143777e-07
85,2.3415820232114983,0.019202206090982905
86,4.426038683924804,9.597931941296315e-06
87,-5.123530026938029,2.998678659615044e-07
88,-4.89787498663118,9.68786347995144e-07
89,3.0449576831537892,0.002327130505189217
90,4.0982395722129255,4.16304279872885e-05
91,4.446561382227815,8.725574259339093e-06
92,-1.9873569353744904,0.04688285639290155
93,4.895254463395823,9.81786053872854e-07
94,-4.351578827173867,1.351607102493259e-05
95,0.6329630791785168,0.5267577535831971
96,4.6887053484207435,2.7493893111120033e-06
